line_id,usage_date,usage_id,data_amount
L663,2020-11-02,U2539,5193
L564,2020-03-05,U2540,8008
L375,2023-10-06,U2541,6259
L089,2023-04-13,U2542,1128
L727,2021-11-08,U2543,786
L685,2020-10-10,U2544,406
L689,2022-12-26,U2545,5060
L049,2021-11-01,U2546,9152
L677,2021-01-22,U2547,7350
L227,2022-05-29,U2548,7112
L084,2023-05-29,U2549,4976
L401,2023-12-04,U2550,3169
L168,2024-01-09,U2551,6772
L850,2023-07-18,U2552,6307
L211,2021-06-12,U2553,7587
L141,2024-01-28,U2554,8157
L742,2022-12-17,U2555,2723
L900,2023-04-08,U2556,2308
L186,2023-07-11,U2557,4620
L263,2020-08-25,U2558,3255
L671,2023-08-24,U2559,3685
L552,2021-09-25,U2560,5965
L208,2022-07-06,U2561,1326
L143,2022-01-29,U2562,7848
L286,2021-12-01,U2563,5894
L208,2021-04-13,U2564,8185
L126,2023-04-13,U2565,4165
L697,2020-08-26,U2566,342
L176,2020-11-11,U2567,1428
L572,2023-02-26,U2568,2795
L554,2020-05-07,U2569,9450
L125,2023-07-08,U2570,2988
L834,2023-04-23,U2571,9272
L242,2023-02-08,U2572,4562
L861,2021-01-11,U2573,784
L859,2020-10-09,U2574,8323
L389,2021-02-01,U2575,638
L732,2023-09-26,U2576,516
L892,2022-04-06,U2577,7942
L051,2021-06-20,U2578,571
L193,2022-06-05,U2579,8695
L937,2022-11-21,U2580,9460
L077,2020-08-07,U2581,7268
L289,2020-05-08,U2582,4309
L286,2023-12-29,U2583,1247
L009,2022-10-05,U2584,4054
L580,2021-01-17,U2585,5355
L509,2021-09-14,U2586,6546
L739,2023-03-17,U2587,1227
L530,2023-11-26,U2588,7034
L500,2023-10-15,U2589,5288
L903,2024-01-04,U2590,1901
L722,2020-07-28,U2591,2359
L690,2023-07-08,U2592,8970
L819,2021-02-19,U2593,2965
L455,2020-05-24,U2594,464
L878,2021-11-29,U2595,3044
L651,2022-06-01,U2596,3883
L184,2023-11-27,U2597,7386
L820,2022-05-22,U2598,192
L535,2021-07-10,U2599,9680
L672,2020-08-31,U2600,5944
L857,2023-02-19,U2601,5348
L975,2023-07-21,U2602,7812
L728,2021-02-23,U2603,3604
L654,2023-07-01,U2604,4861
L068,2022-11-25,U2605,4653
L817,2020-05-03,U2606,4304
L834,2022-10-07,U2607,5882
L239,2020-03-15,U2608,8486
L571,2021-06-22,U2609,5037
L535,2021-07-13,U2610,5853
L514,2023-07-08,U2611,7517
L973,2020-03-20,U2612,4427
L151,2021-10-13,U2613,7225
L127,2023-01-21,U2614,425
L088,2021-01-25,U2615,3890
L282,2022-01-28,U2616,9195
L516,2023-02-23,U2617,8793
L001,2023-12-09,U2618,6098
L847,2023-05-13,U2619,3861
L723,2021-07-19,U2620,1055
L193,2020-11-11,U2621,216
L665,2021-04-01,U2622,5343
L266,2023-06-17,U2623,1094
L439,2023-09-30,U2624,7642
L619,2021-01-17,U2625,8791
L890,2021-05-07,U2626,5068
L230,2020-03-07,U2627,2041
L372,2022-05-09,U2628,1042
L118,2023-11-09,U2629,412
L994,2022-07-24,U2630,2797
L494,2023-08-25,U2631,6441
L677,2020-08-03,U2632,6800
L093,2021-01-31,U2633,1831
L261,2023-07-12,U2634,3076
L798,2021-02-13,U2635,7585
L351,2024-01-28,U2636,6943
L736,2021-10-29,U2637,2017
L820,2022-01-27,U2638,6210
L021,2021-09-27,U2639,3532
L821,2022-10-10,U2640,1275
L368,2024-01-27,U2641,1932
L081,2022-07-21,U2642,7026
L367,2020-05-25,U2643,3944
L738,2023-01-29,U2644,3442
L464,2023-08-18,U2645,8626
L559,2022-11-10,U2646,4701
L518,2024-02-10,U2647,9067
L961,2022-04-12,U2648,5572
L961,2021-12-24,U2649,714
L115,2021-02-04,U2650,5875
L629,2022-03-06,U2651,3382
L366,2022-08-14,U2652,907
L191,2020-12-22,U2653,5027
L069,2022-04-03,U2654,5240
L154,2022-02-22,U2655,3310
L859,2023-10-25,U2656,407
L656,2020-08-08,U2657,2480
L917,2020-03-15,U2658,5005
L240,2023-04-26,U2659,8772
L191,2021-09-15,U2660,3496
L365,2021-03-08,U2661,2754
L086,2020-06-18,U2662,4528
L320,2023-07-08,U2663,1836
L647,2021-04-06,U2664,7836
L906,2022-11-21,U2665,8739
L245,2021-01-09,U2666,8812
L728,2022-06-16,U2667,4756
L035,2022-10-21,U2668,2176
L213,2020-06-11,U2669,9829
L866,2024-01-13,U2670,5132
L097,2020-06-03,U2671,1648
L769,2022-04-05,U2672,7105
L161,2022-08-28,U2673,2199
L159,2023-08-01,U2674,4791
L401,2020-12-04,U2675,1332
L954,2020-09-23,U2676,4437
L816,2021-12-02,U2677,2805
L288,2023-06-18,U2678,6068
L571,2021-09-27,U2679,1869
L706,2023-11-26,U2680,7824
L615,2020-10-02,U2681,9762
L259,2020-07-10,U2682,6175
L785,2023-02-22,U2683,5339
L820,2022-01-28,U2684,5373
L145,2021-11-01,U2685,6733
L376,2021-02-28,U2686,3660
L896,2023-09-18,U2687,2817
L764,2020-09-11,U2688,1705
L320,2021-04-28,U2689,943
L897,2022-11-29,U2690,5616
L610,2022-07-30,U2691,5015
L890,2020-11-25,U2692,117
L693,2020-10-25,U2693,9043
L103,2020-12-31,U2694,5399
L583,2022-10-09,U2695,2855
L166,2021-01-31,U2696,7837
L486,2020-07-15,U2697,6146
L439,2021-10-03,U2698,4433
L457,2023-11-09,U2699,1104
L210,2021-07-31,U2700,6226
L319,2023-09-05,U2701,4503
L439,2022-08-04,U2702,366
L760,2022-12-30,U2703,8868
L501,2021-04-01,U2704,9505
L815,2020-06-23,U2705,1600
L427,2020-11-05,U2706,5929
L870,2021-10-18,U2707,9484
L016,2022-05-13,U2708,4717
L338,2020-11-17,U2709,4036
L088,2020-12-28,U2710,8331
L538,2021-04-22,U2711,3384
L265,2024-02-11,U2712,207
L548,2023-02-05,U2713,9563
L021,2020-04-22,U2714,5730
L735,2022-09-25,U2715,2667
L721,2021-04-22,U2716,3144
L189,2020-02-19,U2717,7958
L880,2024-02-02,U2718,1853
L174,2021-04-15,U2719,1429
L308,2021-06-03,U2720,8851
L647,2020-11-24,U2721,3822
L737,2023-01-21,U2722,5081
L120,2021-05-26,U2723,4018
L672,2020-09-27,U2724,7037
L091,2021-08-29,U2725,2403
L033,2022-04-21,U2726,1282
L466,2021-02-23,U2727,2784
L724,2024-01-12,U2728,9279
L708,2022-06-04,U2729,1989
L135,2020-09-02,U2730,2276
L223,2023-01-29,U2731,9710
L964,2023-01-18,U2732,5500
L796,2021-05-27,U2733,5648
L525,2021-12-07,U2734,4775
L301,2020-03-08,U2735,4819
L962,2021-01-09,U2736,5383
L532,2020-11-20,U2737,3805
L572,2020-10-20,U2738,4209
L402,2021-12-22,U2739,5804
L596,2023-12-26,U2740,718
L670,2020-05-28,U2741,8451
L887,2020-10-03,U2742,9332
L061,2022-06-16,U2743,8362
L211,2023-05-12,U2744,3115
L582,2022-04-01,U2745,671
L255,2023-05-06,U2746,9141
L511,2021-01-01,U2747,3867
L865,2022-10-30,U2748,752
L143,2022-09-30,U2749,8585
L041,2021-06-02,U2750,7236
L648,2022-11-19,U2751,8569
L384,2020-08-15,U2752,5538
L403,2020-09-10,U2753,9614
L074,2024-01-21,U2754,2023
L050,2022-03-21,U2755,7455
L052,2021-07-10,U2756,3613
L330,2022-12-05,U2757,2367
L367,2020-04-16,U2758,6735
L376,2023-03-11,U2759,8259
L224,2024-01-06,U2760,5130
L055,2022-04-01,U2761,9182
L099,2020-11-02,U2762,4460
L609,2022-07-12,U2763,9172
L386,2022-08-13,U2764,3550
L021,2023-12-10,U2765,6628
L569,2021-11-27,U2766,912
L585,2020-03-16,U2767,8706
L371,2022-02-15,U2768,9141
L469,2023-02-03,U2769,146
L912,2021-11-18,U2770,1902
L365,2020-04-07,U2771,3160
L486,2022-08-17,U2772,172
L232,2021-02-03,U2773,4177
L539,2023-02-08,U2774,5189
L210,2022-02-18,U2775,9001
L936,2022-08-10,U2776,2062
L180,2023-12-30,U2777,9126
L896,2021-02-26,U2778,5566
L381,2023-09-24,U2779,2881
L427,2021-08-19,U2780,7195
L031,2020-03-10,U2781,2904
L317,2020-12-25,U2782,3237
L188,2020-04-21,U2783,4274
L595,2020-10-24,U2784,3184
L749,2020-06-02,U2785,428
L538,2021-11-03,U2786,2447
L832,2023-12-30,U2787,9632
L995,2023-09-07,U2788,4080
L252,2020-06-10,U2789,8464
L664,2021-12-10,U2790,1762
L013,2020-04-07,U2791,6487
L194,2021-03-29,U2792,6924
L765,2021-07-15,U2793,4368
L136,2022-06-19,U2794,4946
L807,2022-04-08,U2795,5287
L318,2021-09-01,U2796,6561
L672,2022-07-05,U2797,1452
L194,2021-08-10,U2798,4675
L150,2020-03-27,U2799,9892
L080,2023-11-07,U2800,4808
L084,2022-05-31,U2801,8720
L445,2023-01-04,U2802,7325
L922,2020-10-16,U2803,317
L723,2023-06-12,U2804,2414
L632,2023-08-26,U2805,7554
L998,2022-10-30,U2806,5176
L111,2024-02-02,U2807,6404
L259,2022-01-07,U2808,9520
L702,2021-03-28,U2809,2471
L965,2024-01-07,U2810,3057
L910,2021-01-08,U2811,1059
L873,2021-09-17,U2812,3593
L993,2023-07-20,U2813,2255
L930,2022-06-13,U2814,948
L149,2022-04-02,U2815,1663
L233,2022-12-11,U2816,2437
L712,2020-07-15,U2817,1399
L733,2023-04-25,U2818,2497
L472,2020-03-15,U2819,3379
L741,2020-03-06,U2820,6506
L684,2023-05-17,U2821,1118
L240,2021-10-13,U2822,2179
L181,2022-08-22,U2823,5330
L181,2020-09-28,U2824,4694
L860,2023-09-13,U2825,6566
L442,2020-06-07,U2826,6647
L522,2024-01-03,U2827,539
L097,2022-10-19,U2828,3026
L927,2023-09-18,U2829,1442
L186,2023-01-20,U2830,136
L806,2024-01-13,U2831,2283
L037,2023-05-11,U2832,8003
L488,2020-09-16,U2833,5391
L575,2023-05-06,U2834,8892
L954,2021-01-10,U2835,8270
L139,2021-10-28,U2836,4936
L560,2021-09-18,U2837,7781
L447,2023-11-01,U2838,8245
L445,2020-05-24,U2839,8575
L887,2021-05-13,U2840,7193
L161,2022-02-14,U2841,1438
L809,2022-09-29,U2842,6640
L984,2023-08-12,U2843,9582
L582,2021-03-13,U2844,1271
L324,2023-12-24,U2845,7847
L049,2023-02-11,U2846,5964
L841,2021-11-25,U2847,8190
L776,2023-05-03,U2848,2347
L034,2022-10-14,U2849,7585
L634,2023-10-08,U2850,1671
L235,2022-07-31,U2851,7664
L044,2020-04-21,U2852,3723
L219,2021-02-25,U2853,9372
L152,2020-04-19,U2854,9901
L635,2020-03-06,U2855,9957
L042,2023-05-04,U2856,9533
L406,2021-07-12,U2857,2701
L892,2021-09-26,U2858,9178
L070,2020-09-02,U2859,2183
L239,2022-10-06,U2860,3368
L025,2023-12-30,U2861,6565
L808,2022-03-05,U2862,7464
L500,2022-06-05,U2863,2599
L235,2021-09-18,U2864,1982
L580,2020-09-04,U2865,1117
L650,2022-12-23,U2866,4701
L132,2020-06-01,U2867,3423
L961,2020-04-15,U2868,2640
L979,2020-06-17,U2869,2858
L422,2020-07-27,U2870,7199
L746,2022-05-26,U2871,6523
L162,2020-05-05,U2872,7650
L213,2022-01-10,U2873,2566
L282,2023-02-11,U2874,6970
L161,2021-05-15,U2875,7806
L230,2020-10-18,U2876,9682
L957,2021-04-09,U2877,8105
L646,2022-08-20,U2878,4142
L343,2020-12-23,U2879,8952
L200,2021-05-29,U2880,1457
L978,2021-11-10,U2881,6932
L932,2023-08-11,U2882,1179
L962,2021-03-24,U2883,1687
L247,2021-04-20,U2884,7710
L087,2021-01-19,U2885,6148
L679,2022-04-10,U2886,9675
L627,2020-10-30,U2887,7542
L965,2023-03-29,U2888,1333
L917,2020-06-21,U2889,9796
L198,2022-03-11,U2890,5333
L759,2022-05-17,U2891,2318
L894,2020-02-28,U2892,8664
L744,2022-12-30,U2893,9167
L872,2023-02-18,U2894,1965
L444,2021-02-22,U2895,4913
L761,2020-09-21,U2896,6304
L792,2022-03-27,U2897,9960
L279,2021-04-21,U2898,5789
L466,2021-03-12,U2899,5489
L751,2022-01-19,U2900,4962
L946,2022-06-21,U2901,5380
L714,2022-03-18,U2902,3953
L021,2023-10-28,U2903,8607
L629,2021-12-28,U2904,1131
L772,2024-01-29,U2905,8617
L826,2022-04-25,U2906,1571
L216,2020-05-24,U2907,1440
L377,2022-06-10,U2908,7046
L041,2022-05-13,U2909,9968
L630,2021-04-25,U2910,2751
L733,2024-01-27,U2911,8107
L411,2022-12-10,U2912,4155
L583,2021-05-19,U2913,2857
L115,2023-11-04,U2914,8860
L914,2022-06-18,U2915,4248
L105,2021-04-18,U2916,9363
L062,2021-10-01,U2917,1717
L589,2023-12-09,U2918,3949
L926,2023-11-22,U2919,360
L263,2022-06-12,U2920,7014
L234,2023-09-13,U2921,5179
L625,2021-08-31,U2922,421
L382,2023-09-10,U2923,2030
L190,2020-11-29,U2924,7409
L959,2023-08-23,U2925,267
L042,2021-07-10,U2926,8952
L357,2020-04-10,U2927,3668
L183,2023-05-21,U2928,4387
L112,2021-09-15,U2929,8121
L525,2024-01-11,U2930,2551
L676,2021-02-10,U2931,5777
L320,2022-06-25,U2932,6690
L604,2020-04-18,U2933,471
L979,2021-09-11,U2934,7848
L814,2020-11-27,U2935,2670
L698,2020-07-16,U2936,8970
L922,2023-11-27,U2937,9856
L673,2021-02-23,U2938,9679
L608,2022-03-13,U2939,3599
L013,2022-07-17,U2940,6729
L037,2020-03-31,U2941,7524
L046,2021-03-24,U2942,1491
L903,2020-05-22,U2943,2725
L065,2023-01-22,U2944,4955
L621,2023-06-01,U2945,5081
L326,2022-09-01,U2946,6085
L768,2020-05-19,U2947,2940
L863,2020-12-21,U2948,7296
L663,2021-07-22,U2949,7484
L834,2021-09-20,U2950,5030
L712,2021-03-28,U2951,5391
L103,2021-02-23,U2952,4597
L041,2021-10-29,U2953,7258
L500,2020-03-09,U2954,334
L522,2022-04-25,U2955,6884
L035,2021-01-07,U2956,5706
L581,2022-12-03,U2957,8181
L481,2020-11-23,U2958,4500
L973,2020-02-29,U2959,8138
L565,2022-10-19,U2960,8361
L100,2022-05-13,U2961,4582
L819,2022-01-01,U2962,7096
L247,2022-03-14,U2963,3127
L709,2020-11-28,U2964,6455
L863,2022-01-17,U2965,727
L373,2023-03-14,U2966,1300
L879,2022-07-19,U2967,4579
L310,2022-12-21,U2968,5874
L766,2020-08-09,U2969,2101
L919,2021-11-29,U2970,9665
L763,2023-12-02,U2971,1714
L560,2023-07-31,U2972,2362
L660,2021-10-16,U2973,7491
L975,2021-06-07,U2974,2775
L580,2021-03-29,U2975,6068
L210,2023-11-21,U2976,6518
L963,2022-11-03,U2977,1574
L661,2023-04-08,U2978,8522
L463,2020-08-19,U2979,8348
L730,2021-12-05,U2980,6977
L727,2021-10-03,U2981,6863
L555,2022-02-13,U2982,6066
L910,2021-09-02,U2983,1343
L249,2021-12-04,U2984,8191
L738,2020-12-04,U2985,9063
L913,2023-08-06,U2986,1660
L143,2023-06-22,U2987,1074
L067,2020-09-08,U2988,2188
L320,2023-07-04,U2989,2322
L715,2024-01-30,U2990,7280
L665,2022-07-24,U2991,3850
L174,2022-03-01,U2992,7674
L466,2021-06-19,U2993,5147
L598,2021-07-30,U2994,9929
L443,2021-10-17,U2995,8776
L056,2021-09-08,U2996,6987
L039,2022-12-07,U2997,4594
L411,2024-01-19,U2998,7411
L249,2023-04-27,U2999,1706
L203,2021-03-20,U3000,8846
L566,2022-10-17,U3001,4636
L137,2023-11-21,U3002,9523
L653,2023-03-16,U3003,8920
L393,2021-08-17,U3004,1934
L133,2024-01-19,U3005,8561
L882,2023-01-12,U3006,6905
L915,2022-10-24,U3007,5302
L542,2020-07-10,U3008,339
L808,2021-05-02,U3009,7234
L076,2021-04-21,U3010,4011
L204,2021-03-18,U3011,8862
L260,2023-05-20,U3012,259
L949,2021-07-06,U3013,566
L882,2023-01-15,U3014,5414
L252,2020-11-14,U3015,3941
L140,2021-02-08,U3016,6690
L268,2021-01-19,U3017,8100
L102,2023-02-19,U3018,1782
L617,2023-08-28,U3019,143
L277,2020-10-15,U3020,8864
L059,2021-05-24,U3021,1697
L700,2023-06-28,U3022,834
L834,2021-11-10,U3023,254
L329,2022-01-01,U3024,5619
L520,2021-03-30,U3025,4749
L771,2022-07-19,U3026,6201
L116,2023-12-12,U3027,9450
L756,2023-01-01,U3028,3906
L245,2022-03-07,U3029,8543
L554,2020-12-30,U3030,7912
L493,2020-08-11,U3031,6586
L986,2020-10-28,U3032,2994
L212,2023-03-21,U3033,5250
L560,2023-02-23,U3034,9233
L337,2023-09-10,U3035,1677
L230,2022-11-13,U3036,6673
L097,2023-05-17,U3037,9076
L604,2023-09-29,U3038,5161
L815,2022-06-22,U3039,5413
L695,2021-11-29,U3040,423
L377,2022-03-06,U3041,1932
L102,2021-07-05,U3042,5949
L129,2021-09-06,U3043,3953
L642,2022-01-20,U3044,3986
L482,2020-09-27,U3045,1482
L052,2022-04-25,U3046,9784
L983,2020-08-18,U3047,9041
L472,2022-03-13,U3048,1272
L942,2023-05-22,U3049,1896
L033,2023-07-05,U3050,5928
L224,2021-09-23,U3051,772
L810,2020-06-01,U3052,7131
L717,2022-06-18,U3053,8411
L103,2020-04-07,U3054,3974
L596,2021-07-03,U3055,4182
L521,2023-10-12,U3056,4507
L267,2020-12-23,U3057,1351
L162,2022-08-05,U3058,2163
L566,2023-09-01,U3059,9745
L536,2021-03-31,U3060,1761
L038,2023-10-14,U3061,3157
L639,2023-06-03,U3062,9756
L974,2020-02-16,U3063,2767
L276,2023-05-03,U3064,6326
L828,2021-03-13,U3065,3223
L546,2021-11-12,U3066,6618
L202,2022-08-07,U3067,2852
L137,2022-03-05,U3068,3863
L390,2021-04-23,U3069,7966
L343,2021-01-29,U3070,3305
L365,2020-10-26,U3071,1474
L533,2022-06-12,U3072,687
L732,2021-05-16,U3073,1277
L438,2020-12-15,U3074,7567
L283,2023-10-27,U3075,9018
L571,2021-04-18,U3076,8143
L612,2022-03-07,U3077,691
L875,2021-06-04,U3078,1240
L341,2022-03-28,U3079,3120
L506,2022-01-29,U3080,4438
L051,2021-08-03,U3081,8030
L006,2024-01-09,U3082,4924
L703,2021-12-05,U3083,8960
L234,2020-06-16,U3084,528
L305,2022-06-02,U3085,4234
L335,2023-03-17,U3086,740
L961,2024-01-03,U3087,6303
L040,2020-07-24,U3088,1867
L111,2023-09-15,U3089,5650
L950,2022-10-08,U3090,3702
L664,2023-05-27,U3091,6434
L142,2023-04-14,U3092,2700
L648,2022-12-30,U3093,9958
L927,2021-04-09,U3094,7604
L133,2022-05-21,U3095,6556
L643,2021-07-29,U3096,309
L143,2020-12-20,U3097,9136
L971,2020-10-28,U3098,3909
L719,2023-12-10,U3099,4402
L391,2020-05-30,U3100,5313
L935,2023-11-01,U3101,6250
L663,2022-11-24,U3102,792
L060,2023-09-08,U3103,1569
L790,2020-03-29,U3104,6202
L637,2023-06-25,U3105,5618
L052,2023-10-15,U3106,6518
L898,2023-09-07,U3107,2967
L507,2022-02-17,U3108,1227
L800,2022-03-31,U3109,933
L348,2020-05-20,U3110,8351
L554,2022-05-09,U3111,7075
L060,2022-12-28,U3112,2700
L917,2022-01-29,U3113,7512
L875,2021-08-22,U3114,6438
L514,2022-06-05,U3115,1138
L862,2024-01-14,U3116,3138
L846,2023-07-16,U3117,4925
L388,2022-05-26,U3118,7261
L412,2023-04-23,U3119,8458
L820,2021-06-06,U3120,5067
L404,2023-11-17,U3121,3015
L725,2021-01-20,U3122,1466
L587,2022-08-03,U3123,7150
L145,2022-03-31,U3124,8648
L341,2023-02-06,U3125,311
L582,2023-06-27,U3126,9766
L533,2021-11-14,U3127,4241
L544,2021-05-02,U3128,6386
L741,2023-08-04,U3129,7253
L482,2020-12-07,U3130,1580
L999,2022-02-25,U3131,2328
L183,2021-07-06,U3132,4254
L791,2023-11-09,U3133,6200
L840,2023-07-28,U3134,6346
L111,2023-07-29,U3135,9531
L487,2020-05-31,U3136,1506
L108,2023-02-01,U3137,5051
L787,2022-07-19,U3138,3336
L519,2021-01-24,U3139,8108
L226,2023-04-04,U3140,6704
L979,2022-08-04,U3141,9820
L841,2023-01-16,U3142,3711
L651,2023-10-05,U3143,7800
L117,2021-06-21,U3144,6691
L184,2022-10-21,U3145,545
L518,2020-11-13,U3146,7859
L574,2023-01-30,U3147,3925
L421,2023-01-07,U3148,2970
L348,2023-04-20,U3149,5964
L564,2020-06-16,U3150,680
L757,2022-05-22,U3151,468
L233,2022-07-16,U3152,360
L796,2021-02-20,U3153,8409
L654,2023-08-14,U3154,3215
L529,2021-11-01,U3155,6963
L408,2023-02-22,U3156,2053
L435,2020-02-13,U3157,5778
L436,2022-03-16,U3158,2316
L364,2022-11-26,U3159,8315
L949,2020-12-31,U3160,9481
L103,2021-04-10,U3161,5886
L652,2020-11-02,U3162,3064
L271,2022-11-12,U3163,9911
L367,2021-09-24,U3164,7752
L215,2022-06-23,U3165,8970
L463,2020-08-19,U3166,593
L614,2021-08-01,U3167,7983
L445,2022-12-26,U3168,9312
L296,2021-03-24,U3169,7042
L209,2022-11-03,U3170,3325
L753,2023-03-11,U3171,9430
L422,2021-04-28,U3172,6327
L133,2020-08-02,U3173,9258
L225,2021-05-25,U3174,2597
L946,2021-04-29,U3175,3195
L202,2021-02-20,U3176,8301
L698,2021-09-13,U3177,3234
L840,2022-11-23,U3178,8634
L183,2022-05-20,U3179,6288
L391,2021-02-08,U3180,5568
L794,2021-01-13,U3181,6032
L798,2021-09-10,U3182,1533
L474,2021-10-02,U3183,788
L607,2021-01-21,U3184,7360
L207,2024-01-11,U3185,9478
L414,2020-06-13,U3186,7868
L788,2021-11-30,U3187,4645
L960,2020-11-04,U3188,1488
L591,2023-09-06,U3189,2527
L290,2024-01-16,U3190,2456
L543,2020-10-16,U3191,4579
L884,2023-06-20,U3192,6929
L619,2023-06-25,U3193,272
L319,2022-06-01,U3194,8461
L692,2021-03-19,U3195,5215
L665,2020-10-13,U3196,6737
L747,2020-09-20,U3197,1753
L724,2023-02-20,U3198,2127
L944,2020-09-29,U3199,469
L329,2020-06-20,U3200,1815
L925,2021-10-07,U3201,3364
L517,2020-08-22,U3202,7685
L327,2023-10-22,U3203,3937
L430,2021-01-31,U3204,9727
L070,2022-02-15,U3205,3280
L913,2022-06-12,U3206,4206
L346,2020-07-25,U3207,4744
L965,2020-09-26,U3208,2571
L489,2022-04-30,U3209,4985
L783,2020-12-14,U3210,5504
L496,2020-04-21,U3211,6020
L598,2020-09-11,U3212,7450
L959,2021-09-28,U3213,7736
L455,2021-10-03,U3214,2908
L127,2022-07-29,U3215,3456
L884,2021-11-15,U3216,7284
L506,2021-06-05,U3217,5644
L613,2023-07-16,U3218,878
L890,2023-05-12,U3219,3581
L754,2021-07-17,U3220,6757
L131,2023-08-27,U3221,9555
L804,2021-12-11,U3222,9238
L003,2022-03-03,U3223,530
L599,2022-12-15,U3224,8952
L766,2023-08-20,U3225,6931
L994,2023-01-25,U3226,5241
L361,2022-12-03,U3227,2189
L646,2021-06-29,U3228,6178
L937,2021-07-26,U3229,6862
L796,2020-07-08,U3230,746
L636,2021-07-30,U3231,3168
L735,2023-05-28,U3232,5226
L389,2023-01-06,U3233,8498
L970,2022-07-05,U3234,954
L417,2022-02-07,U3235,2834
L203,2022-01-12,U3236,7519
L580,2023-02-16,U3237,223
L060,2022-06-09,U3238,4706
L494,2021-10-11,U3239,1753
L035,2020-05-21,U3240,6530
L951,2022-06-21,U3241,2436
L418,2023-07-24,U3242,3944
L013,2023-10-10,U3243,1882
L863,2020-12-11,U3244,5314
L534,2022-05-24,U3245,9548
L739,2021-05-13,U3246,6412
L272,2022-01-31,U3247,4470
L132,2020-07-09,U3248,188
L159,2020-09-11,U3249,1816
L916,2022-04-03,U3250,7372
L797,2020-09-21,U3251,6648
L605,2023-03-01,U3252,3825
L091,2023-04-18,U3253,3552
L930,2022-11-05,U3254,2035
L467,2020-05-12,U3255,2851
L207,2023-06-17,U3256,2253
L769,2023-06-20,U3257,4792
L657,2022-12-04,U3258,3104
L450,2020-07-02,U3259,3071
L710,2022-12-19,U3260,6099
L148,2024-01-26,U3261,2251
L502,2021-04-01,U3262,9585
L627,2020-10-27,U3263,6361
L235,2020-08-01,U3264,9651
L164,2020-03-19,U3265,1725
L605,2020-10-06,U3266,3859
L488,2020-08-09,U3267,6750
L548,2022-03-13,U3268,4741
L180,2020-10-01,U3269,4211
L767,2022-01-30,U3270,9761
L507,2022-01-10,U3271,7369
L606,2023-06-23,U3272,6211
L785,2023-06-13,U3273,4312
L113,2023-06-24,U3274,8348
L316,2021-02-11,U3275,5548
L805,2021-12-12,U3276,6133
L575,2022-06-27,U3277,5587
L798,2022-12-04,U3278,5000
L314,2022-06-05,U3279,2220
L869,2020-10-16,U3280,8746
L833,2020-08-30,U3281,5895
L704,2023-09-11,U3282,701
L877,2021-12-01,U3283,2863
L446,2021-01-06,U3284,6006
L750,2023-06-05,U3285,3013
L580,2022-06-22,U3286,7936
L396,2023-08-02,U3287,6286
L938,2021-09-09,U3288,2365
L988,2020-06-05,U3289,7226
L917,2021-04-22,U3290,5983
L738,2021-04-05,U3291,3450
L926,2020-10-14,U3292,4245
L725,2020-07-05,U3293,3644
L173,2021-06-09,U3294,6780
L457,2021-09-18,U3295,6576
L838,2023-05-15,U3296,8217
L792,2022-10-09,U3297,7760
L991,2020-12-10,U3298,7449
L503,2022-11-14,U3299,1266
L457,2021-08-24,U3300,4127
L649,2020-09-05,U3301,1927
L364,2020-03-20,U3302,4431
L799,2020-04-03,U3303,5919
L425,2023-07-02,U3304,3549
L326,2021-01-22,U3305,5120
L680,2022-09-29,U3306,370
L809,2023-10-16,U3307,7067
L434,2021-03-01,U3308,400
L865,2021-03-27,U3309,3472
L524,2022-04-17,U3310,5871
L015,2022-09-27,U3311,3951
L970,2020-05-12,U3312,7891
L482,2022-07-16,U3313,4745
L284,2020-09-20,U3314,6271
L187,2022-07-27,U3315,1697
L529,2021-03-01,U3316,7722
L018,2020-02-22,U3317,419
L648,2021-11-15,U3318,6284
L472,2021-12-10,U3319,8885
L621,2020-05-11,U3320,5917
L350,2020-10-24,U3321,8996
L762,2022-03-31,U3322,3461
L550,2022-08-21,U3323,623
L955,2022-10-01,U3324,2310
L531,2021-04-04,U3325,3173
L786,2022-04-26,U3326,4298
L615,2022-04-14,U3327,1906
L222,2021-11-19,U3328,1430
L878,2023-03-22,U3329,2162
L536,2021-11-11,U3330,9011
L758,2020-05-28,U3331,8372
L658,2024-02-04,U3332,2617
L126,2022-10-19,U3333,4277
L300,2021-10-09,U3334,6276
L501,2023-04-06,U3335,3330
L436,2023-07-03,U3336,8418
L841,2021-10-22,U3337,3549
L055,2022-02-01,U3338,2885
L146,2021-10-10,U3339,5522
L203,2020-11-20,U3340,5103
L969,2020-02-22,U3341,9681
L947,2022-03-01,U3342,5579
L070,2021-10-14,U3343,2410
L166,2023-11-11,U3344,9321
L407,2021-01-03,U3345,1810
L632,2023-04-04,U3346,6507
L711,2021-04-10,U3347,7776
L750,2022-03-07,U3348,1673
L997,2024-02-03,U3349,7837
L241,2020-06-19,U3350,5158
L776,2023-02-12,U3351,410
L357,2022-09-29,U3352,1428
L620,2023-09-23,U3353,782
L808,2021-11-04,U3354,4888
L553,2021-05-26,U3355,8697
L793,2023-01-09,U3356,6586
L272,2021-05-19,U3357,8774
L314,2020-11-22,U3358,3462
L504,2023-04-12,U3359,9351
L900,2020-05-06,U3360,3372
L533,2020-05-11,U3361,8391
L279,2023-12-10,U3362,6884
L767,2020-04-10,U3363,2279
L964,2021-03-07,U3364,5041
