calling_line_id,called_line_id,start_time,call_id,duration
L526,L784,2020-12-16,CAL7308,1405
L572,L980,2023-04-23,CAL7309,1866
L636,L189,2020-03-23,CAL7310,2098
L031,L077,2022-01-12,CAL7311,67
L492,L054,2021-01-16,CAL7312,2576
L735,L022,2019-07-28,CAL7313,3520
L459,L071,2021-04-13,CAL7314,979
L420,L174,2022-04-14,CAL7315,95
L228,L144,2019-08-31,CAL7316,1872
L526,L070,2020-02-25,CAL7317,3221
L047,L775,2023-11-01,CAL7318,1275
L551,L687,2020-04-14,CAL7319,2668
L691,L023,2021-10-17,CAL7320,95
L191,L416,2022-10-24,CAL7321,3036
L029,L181,2019-04-02,CAL7322,2157
L148,L510,2020-07-21,CAL7323,2258
L522,L745,2020-12-18,CAL7324,694
L004,L335,2021-12-12,CAL7325,2619
L169,L898,2023-07-04,CAL7326,2324
L817,L989,2020-08-03,CAL7327,1692
L740,L510,2022-03-05,CAL7328,3225
L594,L319,2019-05-26,CAL7329,3076
L609,L409,2019-05-09,CAL7330,2068
L247,L674,2020-09-23,CAL7331,1655
L022,L967,2021-07-13,CAL7332,3076
L693,L867,2020-08-11,CAL7333,274
L716,L083,2024-01-27,CAL7334,2541
L454,L709,2020-07-08,CAL7335,2548
L246,L766,2019-04-16,CAL7336,2703
L186,L730,2021-06-09,CAL7337,3453
L981,L167,2022-07-26,CAL7338,2345
L006,L960,2020-10-19,CAL7339,3341
L813,L848,2021-08-13,CAL7340,1185
L584,L289,2020-09-18,CAL7341,1673
L498,L871,2023-07-18,CAL7342,3089
L984,L330,2019-12-18,CAL7343,1664
L167,L721,2023-12-06,CAL7344,1625
L224,L401,2023-10-08,CAL7345,2858
L890,L196,2022-09-22,CAL7346,1824
L129,L475,2021-09-14,CAL7347,1240
L973,L221,2021-09-20,CAL7348,1287
L231,L141,2023-06-13,CAL7349,2802
L890,L934,2021-08-04,CAL7350,2812
L057,L467,2023-04-02,CAL7351,3261
L464,L199,2023-04-15,CAL7352,1631
L327,L136,2021-06-02,CAL7353,3240
L459,L750,2022-10-11,CAL7354,982
L203,L211,2023-08-21,CAL7355,801
L815,L612,2023-06-20,CAL7356,2002
L688,L227,2023-03-23,CAL7357,3395
L305,L143,2020-05-12,CAL7358,1202
L646,L348,2024-01-04,CAL7359,2665
L735,L044,2022-11-17,CAL7360,2475
L342,L602,2022-10-28,CAL7361,2205
L732,L448,2021-08-27,CAL7362,3109
L242,L191,2023-10-15,CAL7363,2930
L792,L016,2019-07-05,CAL7364,2520
L212,L796,2021-07-12,CAL7365,2507
L036,L558,2020-04-09,CAL7366,2683
L052,L949,2021-06-11,CAL7367,1742
L002,L353,2024-01-13,CAL7368,1745
L152,L170,2019-08-31,CAL7369,1478
L298,L880,2020-12-04,CAL7370,2126
L386,L945,2020-05-21,CAL7371,2917
L507,L693,2022-11-30,CAL7372,552
L002,L058,2020-03-24,CAL7373,3251
L333,L220,2023-06-01,CAL7374,2087
L173,L054,2023-06-11,CAL7375,3563
L912,L748,2021-03-18,CAL7376,1040
L963,L324,2020-09-11,CAL7377,1322
L812,L559,2020-04-22,CAL7378,2822
L756,L359,2021-01-11,CAL7379,281
L310,L218,2020-10-24,CAL7380,1023
L194,L932,2022-05-08,CAL7381,1414
L982,L798,2023-10-15,CAL7382,452
L808,L566,2021-09-06,CAL7383,2632
L186,L877,2019-08-30,CAL7384,2078
L016,L469,2019-11-30,CAL7385,3037
L648,L371,2023-05-23,CAL7386,2619
L914,L253,2020-02-21,CAL7387,1519
L393,L486,2019-09-30,CAL7388,249
L581,L035,2019-08-08,CAL7389,2737
L494,L010,2023-08-14,CAL7390,3389
L597,L357,2020-08-14,CAL7391,1357
L123,L585,2023-05-12,CAL7392,2245
L097,L691,2023-03-20,CAL7393,2836
L190,L608,2021-08-09,CAL7394,3219
L090,L805,2021-05-16,CAL7395,1305
L691,L513,2022-12-02,CAL7396,1627
L107,L692,2022-05-11,CAL7397,2082
L688,L187,2019-04-06,CAL7398,277
L628,L304,2022-11-12,CAL7399,2718
L897,L971,2019-05-23,CAL7400,1342
L758,L116,2022-03-05,CAL7401,1095
L858,L768,2022-05-28,CAL7402,2243
L903,L146,2021-04-14,CAL7403,1536
L028,L152,2021-02-20,CAL7404,2090
L353,L739,2022-08-30,CAL7405,1938
L497,L271,2021-05-03,CAL7406,2009
L853,L618,2022-05-08,CAL7407,113
L757,L511,2022-11-30,CAL7408,480
L595,L459,2022-03-14,CAL7409,2695
L901,L417,2022-11-14,CAL7410,3458
L544,L775,2023-11-23,CAL7411,2386
L662,L155,2023-02-12,CAL7412,1938
L424,L801,2019-10-21,CAL7413,2654
L069,L868,2020-05-19,CAL7414,861
L745,L837,2019-10-30,CAL7415,200
L802,L491,2019-07-30,CAL7416,2491
L472,L490,2022-07-23,CAL7417,2951
L496,L546,2023-05-31,CAL7418,627
L048,L603,2019-03-26,CAL7419,671
L691,L496,2022-04-22,CAL7420,1607
L352,L750,2020-12-05,CAL7421,336
L466,L287,2020-11-07,CAL7422,2683
L355,L384,2021-08-26,CAL7423,1798
L968,L385,2020-12-05,CAL7424,543
L770,L957,2019-07-17,CAL7425,2547
L876,L526,2022-11-18,CAL7426,1393
L245,L873,2019-12-08,CAL7427,2649
L420,L738,2019-11-09,CAL7428,2954
L784,L747,2022-06-08,CAL7429,1743
L352,L206,2020-02-20,CAL7430,3251
L642,L728,2023-03-15,CAL7431,1443
L089,L257,2023-04-14,CAL7432,3410
L026,L357,2021-10-25,CAL7433,2858
L163,L365,2019-04-09,CAL7434,2048
L464,L057,2019-06-12,CAL7435,2696
L080,L002,2019-10-07,CAL7436,3261
L691,L664,2021-11-17,CAL7437,1454
L815,L109,2021-04-16,CAL7438,830
L977,L802,2020-10-26,CAL7439,1209
L183,L193,2019-11-05,CAL7440,826
L848,L545,2020-04-11,CAL7441,1363
L072,L094,2023-11-24,CAL7442,801
L457,L645,2021-12-12,CAL7443,2902
L303,L807,2022-06-26,CAL7444,381
L517,L204,2020-02-27,CAL7445,2692
L012,L847,2021-07-28,CAL7446,2372
L480,L314,2020-05-17,CAL7447,3408
L841,L238,2021-09-14,CAL7448,249
L929,L507,2023-12-11,CAL7449,1024
L329,L049,2022-05-27,CAL7450,1970
L160,L571,2022-11-05,CAL7451,109
L964,L048,2020-03-18,CAL7452,408
L884,L162,2022-01-06,CAL7453,3164
L266,L639,2022-01-19,CAL7454,3337
L221,L293,2022-06-09,CAL7455,1262
L625,L375,2019-03-02,CAL7456,656
L814,L654,2019-11-30,CAL7457,1262
L948,L327,2023-07-22,CAL7458,1296
L613,L643,2022-11-07,CAL7459,1869
L450,L154,2023-06-20,CAL7460,1287
L894,L736,2021-12-30,CAL7461,2640
L067,L078,2021-04-04,CAL7462,2799
L035,L669,2021-06-21,CAL7463,2339
L736,L699,2020-09-28,CAL7464,2675
L852,L857,2021-07-23,CAL7465,1970
L136,L352,2020-12-04,CAL7466,3279
L450,L716,2022-10-31,CAL7467,2987
L293,L605,2019-12-28,CAL7468,2941
L451,L424,2021-08-02,CAL7469,2978
L272,L702,2021-01-05,CAL7470,2853
L164,L393,2020-04-01,CAL7471,570
L623,L890,2019-04-13,CAL7472,2747
L196,L993,2023-02-18,CAL7473,577
L800,L056,2019-06-18,CAL7474,798
L034,L579,2024-01-03,CAL7475,2853
L562,L668,2021-04-08,CAL7476,3152
L203,L394,2024-01-20,CAL7477,2686
L229,L986,2021-03-17,CAL7478,1923
L076,L019,2023-01-13,CAL7479,346
L502,L090,2019-03-31,CAL7480,240
L335,L367,2022-02-26,CAL7481,1483
L106,L643,2020-07-28,CAL7482,2132
L334,L625,2019-11-03,CAL7483,2001
L225,L676,2020-06-04,CAL7484,1784
L577,L602,2021-08-22,CAL7485,2324
L078,L456,2023-05-01,CAL7486,3079
L271,L848,2023-07-24,CAL7487,3225
L743,L956,2021-08-24,CAL7488,2302
L953,L336,2020-06-23,CAL7489,290
L128,L776,2020-12-18,CAL7490,883
L109,L121,2020-09-08,CAL7491,385
L616,L415,2021-03-20,CAL7492,1388
L650,L915,2022-08-17,CAL7493,2403
L343,L812,2022-04-26,CAL7494,2424
L498,L135,2022-03-19,CAL7495,1557
L805,L737,2022-01-12,CAL7496,296
L843,L080,2021-04-27,CAL7497,34
L097,L375,2021-07-19,CAL7498,2373
L105,L272,2020-08-18,CAL7499,2617
L375,L036,2020-03-29,CAL7500,812
L081,L996,2023-09-27,CAL7501,40
L492,L444,2019-08-26,CAL7502,1396
L516,L776,2019-08-13,CAL7503,2227
L388,L098,2020-08-09,CAL7504,695
L479,L214,2021-12-22,CAL7505,370
L852,L761,2019-07-13,CAL7506,36
L633,L010,2019-04-21,CAL7507,1633
L332,L679,2020-08-22,CAL7508,3451
L618,L402,2022-12-29,CAL7509,112
L264,L417,2023-12-23,CAL7510,606
L531,L892,2022-07-15,CAL7511,2156
L597,L534,2019-09-27,CAL7512,2364
L921,L008,2022-02-23,CAL7513,1868
L144,L371,2023-09-25,CAL7514,2847
L016,L169,2021-05-23,CAL7515,314
L204,L921,2020-09-16,CAL7516,200
L048,L943,2024-01-15,CAL7517,1719
L698,L662,2021-05-10,CAL7518,421
L364,L623,2019-11-27,CAL7519,2771
L618,L376,2020-03-29,CAL7520,1878
L352,L644,2023-06-04,CAL7521,596
L133,L111,2020-07-24,CAL7522,1292
L367,L419,2021-02-05,CAL7523,3272
L436,L581,2021-06-20,CAL7524,1158
L743,L439,2023-10-18,CAL7525,937
L690,L401,2022-08-26,CAL7526,812
L235,L402,2021-06-01,CAL7527,1414
L199,L129,2020-06-02,CAL7528,534
L130,L314,2023-07-12,CAL7529,3127
L105,L130,2020-09-26,CAL7530,2915
L576,L265,2019-04-02,CAL7531,865
L215,L902,2020-09-18,CAL7532,42
L890,L541,2021-05-18,CAL7533,1915
L604,L738,2022-09-16,CAL7534,3427
L735,L257,2021-01-08,CAL7535,1592
L423,L846,2022-04-30,CAL7536,2474
L102,L104,2022-07-14,CAL7537,1679
L237,L220,2020-11-21,CAL7538,1710
L554,L722,2022-07-24,CAL7539,107
L846,L898,2023-03-09,CAL7540,862
L435,L780,2019-11-12,CAL7541,2939
L512,L587,2020-08-27,CAL7542,382
L144,L764,2022-09-22,CAL7543,3402
L579,L951,2023-06-14,CAL7544,1687
L286,L274,2020-12-17,CAL7545,1580
L215,L567,2020-04-25,CAL7546,896
L872,L387,2021-01-16,CAL7547,2444
L138,L804,2022-10-27,CAL7548,2267
L215,L117,2019-06-22,CAL7549,771
L007,L488,2020-03-11,CAL7550,535
L531,L508,2022-09-14,CAL7551,1233
L140,L946,2020-01-14,CAL7552,2832
L323,L031,2021-06-24,CAL7553,1161
L436,L737,2022-11-20,CAL7554,1791
L004,L317,2020-12-31,CAL7555,2797
L687,L227,2022-01-12,CAL7556,996
L297,L814,2023-07-21,CAL7557,3439
L687,L299,2021-06-13,CAL7558,3124
L109,L717,2020-11-14,CAL7559,2959
L166,L751,2023-11-28,CAL7560,2989
L546,L987,2020-05-09,CAL7561,984
L830,L880,2023-04-28,CAL7562,1398
L136,L193,2021-10-18,CAL7563,423
L129,L673,2021-12-21,CAL7564,636
L535,L457,2022-07-10,CAL7565,825
L126,L741,2022-02-15,CAL7566,3220
L497,L251,2020-11-18,CAL7567,1938
L412,L788,2021-08-28,CAL7568,2826
L375,L232,2021-09-17,CAL7569,3398
L080,L433,2019-11-25,CAL7570,3094
L303,L907,2021-11-01,CAL7571,1934
L627,L449,2019-12-25,CAL7572,3247
L744,L929,2023-06-26,CAL7573,237
L668,L617,2023-05-28,CAL7574,1212
L367,L569,2023-05-28,CAL7575,2339
L269,L862,2021-06-14,CAL7576,1713
L987,L557,2022-05-09,CAL7577,3372
L727,L152,2021-05-18,CAL7578,530
L741,L049,2022-11-08,CAL7579,1734
L363,L517,2021-10-01,CAL7580,965
L976,L585,2022-03-11,CAL7581,2461
L697,L606,2022-08-01,CAL7582,2942
L781,L365,2020-01-01,CAL7583,2075
L340,L499,2023-04-06,CAL7584,2481
L649,L609,2021-01-25,CAL7585,2130
L791,L964,2020-04-27,CAL7586,1022
L892,L705,2019-12-11,CAL7587,3204
L099,L013,2019-02-17,CAL7588,2773
L105,L597,2020-03-12,CAL7589,403
L001,L350,2022-09-08,CAL7590,1811
L621,L978,2023-07-03,CAL7591,2103
L105,L928,2021-11-06,CAL7592,987
L696,L606,2021-06-23,CAL7593,2768
L346,L209,2020-08-08,CAL7594,406
L341,L896,2019-08-21,CAL7595,3067
L683,L493,2021-03-12,CAL7596,1589
L436,L686,2020-05-21,CAL7597,3022
L359,L629,2019-04-17,CAL7598,1891
L358,L755,2021-01-27,CAL7599,655
L621,L223,2019-12-30,CAL7600,250
L294,L237,2021-12-15,CAL7601,1337
L306,L497,2022-02-11,CAL7602,547
L056,L279,2022-02-13,CAL7603,598
L930,L437,2021-06-16,CAL7604,3574
L506,L515,2019-10-23,CAL7605,1244
L900,L227,2021-10-02,CAL7606,1401
L749,L839,2019-03-29,CAL7607,69
L604,L123,2020-05-20,CAL7608,1963
L032,L685,2020-04-28,CAL7609,2452
L216,L647,2020-11-08,CAL7610,1907
L513,L444,2021-06-22,CAL7611,1988
L599,L446,2023-01-12,CAL7612,2653
L473,L084,2023-07-21,CAL7613,2636
L742,L176,2021-05-02,CAL7614,3251
L939,L852,2019-09-17,CAL7615,622
L887,L277,2022-12-06,CAL7616,2319
L633,L336,2020-03-01,CAL7617,3212
L364,L149,2019-03-27,CAL7618,966
L070,L099,2021-01-05,CAL7619,3326
L364,L802,2021-09-02,CAL7620,552
L432,L485,2022-01-13,CAL7621,1031
L756,L138,2019-12-10,CAL7622,2576
L713,L864,2019-11-21,CAL7623,2526
L731,L513,2023-09-23,CAL7624,801
L220,L108,2019-05-21,CAL7625,220
L780,L444,2019-04-05,CAL7626,3405
L692,L833,2020-05-14,CAL7627,1047
L079,L162,2019-11-26,CAL7628,2147
L779,L627,2022-05-13,CAL7629,1392
L187,L889,2021-06-17,CAL7630,2503
L975,L949,2023-04-18,CAL7631,2114
L108,L280,2020-04-30,CAL7632,3429
L848,L514,2022-09-23,CAL7633,3261
L869,L020,2023-07-04,CAL7634,3409
L605,L138,2022-05-16,CAL7635,2178
L439,L982,2024-02-07,CAL7636,2248
L063,L423,2022-09-27,CAL7637,2983
L934,L391,2021-11-12,CAL7638,485
L566,L170,2023-08-28,CAL7639,1667
L144,L987,2023-11-17,CAL7640,2372
L251,L419,2023-05-22,CAL7641,559
L426,L410,2022-06-28,CAL7642,406
L368,L780,2023-09-28,CAL7643,2880
L942,L268,2022-09-27,CAL7644,325
L503,L084,2021-10-05,CAL7645,1687
L442,L745,2022-05-21,CAL7646,1528
L905,L933,2021-10-24,CAL7647,860
L664,L682,2021-08-09,CAL7648,1665
L855,L878,2022-12-03,CAL7649,475
L433,L017,2019-11-19,CAL7650,950
L265,L085,2022-10-13,CAL7651,2060
L769,L174,2021-04-21,CAL7652,1472
L299,L851,2023-10-27,CAL7653,970
L084,L257,2020-04-14,CAL7654,254
L468,L511,2020-10-09,CAL7655,1233
L096,L040,2021-01-12,CAL7656,68
L300,L836,2022-08-09,CAL7657,1458
L389,L709,2022-11-16,CAL7658,1602
L276,L593,2022-09-09,CAL7659,3541
L065,L364,2022-09-01,CAL7660,1304
L339,L305,2020-02-25,CAL7661,2014
L095,L718,2021-01-08,CAL7662,3087
L535,L684,2022-06-19,CAL7663,451
L117,L642,2020-01-24,CAL7664,303
L548,L842,2023-12-19,CAL7665,3474
L215,L309,2019-07-22,CAL7666,3070
L650,L917,2023-05-13,CAL7667,2208
L887,L149,2020-05-18,CAL7668,267
L822,L280,2023-06-21,CAL7669,975
L168,L690,2019-05-27,CAL7670,681
L850,L475,2023-12-18,CAL7671,3258
L162,L332,2019-03-20,CAL7672,3058
L072,L728,2022-01-30,CAL7673,2190
L404,L362,2022-01-25,CAL7674,845
L723,L327,2022-04-12,CAL7675,498
L516,L840,2019-04-15,CAL7676,3535
L690,L317,2022-04-16,CAL7677,2609
L552,L266,2020-01-15,CAL7678,1436
L807,L182,2021-01-17,CAL7679,3324
L876,L219,2020-04-12,CAL7680,627
L650,L243,2020-11-06,CAL7681,2620
L421,L602,2020-09-29,CAL7682,395
L249,L476,2022-06-30,CAL7683,3411
L767,L798,2023-08-28,CAL7684,3039
L005,L624,2022-05-27,CAL7685,3318
L834,L694,2022-08-25,CAL7686,498
L872,L307,2020-02-01,CAL7687,827
L978,L052,2021-09-02,CAL7688,1958
L853,L803,2020-10-10,CAL7689,3075
L709,L120,2023-04-17,CAL7690,1896
L154,L445,2021-01-27,CAL7691,1132
L961,L577,2019-04-28,CAL7692,921
L206,L517,2023-03-18,CAL7693,2601
L484,L796,2024-01-16,CAL7694,1425
L920,L603,2021-09-16,CAL7695,2562
L715,L213,2023-01-01,CAL7696,2596
L933,L598,2021-01-30,CAL7697,695
L420,L201,2023-12-19,CAL7698,2589
L470,L568,2022-05-27,CAL7699,1401
L180,L667,2022-01-05,CAL7700,837
L461,L835,2023-12-19,CAL7701,1104
L359,L922,2022-04-17,CAL7702,2824
L486,L075,2019-09-18,CAL7703,2473
L171,L235,2021-08-07,CAL7704,1619
L533,L171,2019-05-09,CAL7705,1618
L312,L714,2020-02-21,CAL7706,2611
L222,L117,2022-12-04,CAL7707,2757
L378,L678,2021-11-22,CAL7708,3533
L544,L334,2022-01-24,CAL7709,2236
L942,L872,2023-02-07,CAL7710,2440
L967,L609,2023-04-20,CAL7711,997
L733,L290,2020-01-09,CAL7712,1788
L440,L605,2023-12-03,CAL7713,1230
L097,L663,2020-02-05,CAL7714,2604
L701,L756,2020-09-15,CAL7715,554
L731,L029,2020-07-04,CAL7716,2332
L732,L644,2022-11-09,CAL7717,721
L356,L816,2022-10-26,CAL7718,217
L978,L678,2023-08-06,CAL7719,227
L767,L672,2019-07-31,CAL7720,501
L169,L248,2024-02-03,CAL7721,2897
L514,L842,2023-01-31,CAL7722,1749
L415,L472,2024-01-03,CAL7723,3288
L873,L497,2021-08-12,CAL7724,2264
L274,L024,2024-02-01,CAL7725,2513
L763,L515,2023-10-24,CAL7726,1848
L105,L760,2019-11-29,CAL7727,2971
L219,L953,2022-11-01,CAL7728,1730
L369,L765,2019-04-20,CAL7729,2138
L985,L275,2021-02-13,CAL7730,308
L260,L505,2019-11-23,CAL7731,3518
L912,L984,2023-09-02,CAL7732,2084
L268,L395,2021-10-13,CAL7733,1888
L768,L384,2020-08-31,CAL7734,659
L154,L158,2022-02-14,CAL7735,837
L593,L008,2019-03-12,CAL7736,3522
L247,L875,2021-10-17,CAL7737,240
L565,L064,2019-10-16,CAL7738,3489
L382,L553,2020-07-28,CAL7739,3292
L959,L419,2022-06-29,CAL7740,3491
L097,L861,2023-07-07,CAL7741,1548
L634,L416,2020-04-23,CAL7742,2366
L536,L472,2021-06-05,CAL7743,1709
L490,L631,2023-07-08,CAL7744,2028
L996,L437,2023-11-16,CAL7745,165
L798,L090,2021-04-22,CAL7746,2276
L758,L563,2021-06-25,CAL7747,872
L831,L500,2021-09-12,CAL7748,1498
L010,L106,2023-12-03,CAL7749,3343
L137,L659,2023-11-06,CAL7750,115
L688,L606,2022-11-07,CAL7751,2441
L883,L056,2023-08-14,CAL7752,433
L036,L435,2023-06-09,CAL7753,2516
L220,L176,2023-10-21,CAL7754,1482
L173,L373,2023-04-30,CAL7755,757
L304,L682,2020-09-30,CAL7756,2631
L032,L005,2022-07-05,CAL7757,2091
L324,L059,2020-10-29,CAL7758,902
L713,L950,2022-05-21,CAL7759,31
L808,L694,2023-03-22,CAL7760,1583
L800,L889,2021-08-13,CAL7761,3079
L511,L065,2021-11-08,CAL7762,1658
L375,L343,2020-09-13,CAL7763,1443
L792,L714,2021-06-25,CAL7764,704
L877,L510,2022-04-18,CAL7765,1055
L570,L880,2021-12-08,CAL7766,225
L817,L940,2024-01-19,CAL7767,139
L980,L002,2019-11-20,CAL7768,721
L426,L937,2023-02-18,CAL7769,1116
L132,L698,2020-07-10,CAL7770,278
L547,L409,2022-08-18,CAL7771,2134
L663,L194,2021-11-09,CAL7772,822
L380,L582,2022-01-07,CAL7773,418
L694,L746,2019-02-13,CAL7774,2971
L947,L342,2023-11-05,CAL7775,3153
L379,L243,2022-02-28,CAL7776,1037
L908,L883,2022-06-23,CAL7777,3005
L208,L383,2022-08-16,CAL7778,1311
L768,L436,2024-01-21,CAL7779,1197
L541,L006,2021-05-01,CAL7780,3319
L365,L517,2023-01-05,CAL7781,2297
L573,L245,2021-11-01,CAL7782,343
L604,L600,2022-07-04,CAL7783,1216
L131,L672,2022-04-13,CAL7784,170
L666,L491,2021-02-19,CAL7785,2710
L379,L530,2022-10-23,CAL7786,250
L778,L234,2021-04-13,CAL7787,580
L348,L071,2021-04-21,CAL7788,3362
L823,L963,2021-05-21,CAL7789,3552
L773,L962,2021-05-08,CAL7790,1068
L219,L656,2022-11-30,CAL7791,1997
L401,L827,2020-06-09,CAL7792,2720
L126,L430,2023-05-28,CAL7793,1487
L745,L416,2019-09-24,CAL7794,2838
L328,L455,2022-09-06,CAL7795,2000
L083,L698,2021-12-27,CAL7796,1493
L826,L835,2021-07-09,CAL7797,681
L698,L999,2019-11-12,CAL7798,1992
L596,L211,2023-07-31,CAL7799,3547
L224,L977,2022-02-11,CAL7800,423
L272,L891,2020-09-09,CAL7801,3343
L995,L043,2022-07-06,CAL7802,2994
L782,L921,2023-04-18,CAL7803,703
L019,L263,2020-04-19,CAL7804,1610
L949,L832,2019-12-15,CAL7805,1568
L919,L851,2023-11-17,CAL7806,2029
L045,L623,2019-07-25,CAL7807,1856
L343,L142,2020-07-12,CAL7808,84
L280,L958,2020-11-20,CAL7809,2711
L700,L290,2021-02-06,CAL7810,324
L829,L269,2022-07-16,CAL7811,2647
L801,L561,2023-11-08,CAL7812,2153
L857,L011,2023-09-14,CAL7813,1625
L586,L931,2023-06-04,CAL7814,2738
L355,L165,2024-01-23,CAL7815,2788
L730,L885,2019-05-11,CAL7816,344
L553,L931,2019-03-11,CAL7817,244
L894,L973,2022-02-16,CAL7818,2049
L011,L723,2020-09-04,CAL7819,2295
L807,L284,2021-09-12,CAL7820,2301
L038,L751,2019-10-31,CAL7821,1494
L726,L100,2021-10-27,CAL7822,2055
L975,L730,2019-10-08,CAL7823,998
L116,L434,2021-06-28,CAL7824,808
L477,L414,2023-08-05,CAL7825,2822
L480,L521,2021-04-03,CAL7826,3089
L827,L539,2021-11-26,CAL7827,3185
L850,L323,2020-08-23,CAL7828,391
L823,L384,2019-05-27,CAL7829,1421
L221,L812,2020-01-14,CAL7830,2170
L956,L949,2023-07-09,CAL7831,1863
L630,L140,2023-04-25,CAL7832,3058
L889,L082,2022-06-04,CAL7833,2579
L984,L566,2021-07-23,CAL7834,593
L427,L361,2022-06-03,CAL7835,1612
L601,L521,2022-06-07,CAL7836,2569
L591,L379,2022-09-19,CAL7837,175
L466,L124,2021-12-14,CAL7838,2587
L581,L022,2023-01-21,CAL7839,1533
L782,L090,2019-08-26,CAL7840,384
L966,L052,2020-07-28,CAL7841,1958
L079,L293,2022-11-22,CAL7842,3148
L971,L143,2023-12-07,CAL7843,1192
L533,L757,2019-05-09,CAL7844,2601
L559,L135,2019-04-11,CAL7845,803
L437,L411,2023-11-09,CAL7846,418
L102,L468,2020-11-29,CAL7847,1874
L334,L587,2021-12-13,CAL7848,2948
L432,L060,2022-06-16,CAL7849,3328
L497,L105,2022-05-20,CAL7850,840
L972,L236,2021-11-09,CAL7851,747
L584,L975,2022-07-10,CAL7852,557
L327,L240,2023-09-24,CAL7853,232
L307,L754,2019-08-20,CAL7854,1829
L265,L384,2021-07-12,CAL7855,1627
L448,L762,2023-05-24,CAL7856,3551
L017,L724,2023-09-10,CAL7857,1918
L535,L704,2021-09-03,CAL7858,3568
L472,L009,2019-05-04,CAL7859,1841
L989,L721,2023-09-29,CAL7860,885
L471,L220,2022-06-05,CAL7861,3525
L060,L604,2021-04-22,CAL7862,3030
L232,L030,2021-07-13,CAL7863,2206
L445,L658,2019-02-24,CAL7864,2064
L348,L695,2020-09-21,CAL7865,1687
L685,L277,2022-09-09,CAL7866,2512
L050,L808,2020-06-11,CAL7867,3237
L031,L013,2022-02-28,CAL7868,2409
L224,L551,2021-10-12,CAL7869,3351
L092,L390,2019-12-16,CAL7870,2488
L629,L910,2019-03-31,CAL7871,1204
L885,L220,2020-02-12,CAL7872,2370
L094,L482,2019-12-16,CAL7873,369
L749,L808,2022-12-09,CAL7874,1395
L477,L463,2021-04-05,CAL7875,3492
L179,L742,2021-04-28,CAL7876,1047
L137,L157,2022-01-17,CAL7877,2115
L582,L181,2020-11-04,CAL7878,533
L464,L831,2023-02-22,CAL7879,631
L578,L287,2022-08-24,CAL7880,490
L867,L672,2023-02-13,CAL7881,2832
L817,L592,2020-01-15,CAL7882,1033
L750,L149,2020-10-07,CAL7883,1531
L196,L775,2020-06-20,CAL7884,527
L120,L956,2023-10-23,CAL7885,91
L981,L323,2021-02-28,CAL7886,44
L457,L359,2023-08-08,CAL7887,1258
L499,L424,2020-05-17,CAL7888,3472
L111,L270,2019-12-12,CAL7889,1750
L063,L580,2023-04-11,CAL7890,176
L750,L589,2020-07-24,CAL7891,848
L511,L736,2021-11-03,CAL7892,1071
L933,L396,2020-05-15,CAL7893,3414
L964,L294,2022-10-09,CAL7894,2384
L093,L084,2019-10-15,CAL7895,1585
L382,L950,2019-04-21,CAL7896,2112
L376,L648,2022-12-30,CAL7897,3536
L126,L444,2019-07-31,CAL7898,584
L024,L512,2023-04-24,CAL7899,2796
L334,L013,2023-04-01,CAL7900,3407
L772,L294,2020-11-18,CAL7901,1451
L643,L721,2023-01-14,CAL7902,2419
L200,L094,2023-10-28,CAL7903,3230
L645,L316,2023-06-27,CAL7904,1064
L118,L926,2020-12-09,CAL7905,1229
L359,L690,2022-06-18,CAL7906,2108
L052,L309,2020-09-30,CAL7907,923
L330,L199,2023-05-30,CAL7908,1214
L289,L328,2023-08-17,CAL7909,3068
L610,L049,2021-03-16,CAL7910,2441
L628,L640,2022-10-06,CAL7911,2980
L049,L134,2021-03-01,CAL7912,1507
L127,L351,2023-01-25,CAL7913,1694
L629,L026,2023-12-24,CAL7914,346
L840,L617,2020-01-21,CAL7915,2169
L574,L035,2023-08-17,CAL7916,200
L069,L191,2023-02-10,CAL7917,606
L304,L666,2019-08-15,CAL7918,981
L901,L839,2020-07-29,CAL7919,1059
L455,L825,2023-10-05,CAL7920,918
L042,L995,2019-06-11,CAL7921,3089
L892,L101,2023-08-13,CAL7922,374
L870,L162,2023-12-10,CAL7923,2754
L264,L638,2019-05-22,CAL7924,1929
L986,L305,2020-08-26,CAL7925,2560
L865,L738,2020-01-10,CAL7926,1184
L290,L179,2024-02-05,CAL7927,3443
L462,L751,2021-02-24,CAL7928,819
L530,L043,2019-03-16,CAL7929,1396
L045,L968,2021-11-15,CAL7930,1452
L297,L503,2022-09-21,CAL7931,1571
L113,L422,2022-05-02,CAL7932,1893
L944,L594,2022-03-27,CAL7933,2545
L762,L756,2021-07-26,CAL7934,870
L939,L391,2023-10-11,CAL7935,1206
L681,L721,2023-01-06,CAL7936,1918
L412,L159,2023-09-07,CAL7937,888
L508,L340,2020-03-05,CAL7938,3438
L420,L847,2022-05-21,CAL7939,1268
L661,L543,2020-11-07,CAL7940,997
L897,L382,2022-07-22,CAL7941,334
L952,L043,2022-01-08,CAL7942,1737
L654,L495,2022-08-13,CAL7943,2897
L444,L523,2019-05-10,CAL7944,161
L848,L933,2019-09-26,CAL7945,1434
L731,L426,2022-06-11,CAL7946,850
L354,L611,2022-07-18,CAL7947,3273
L318,L620,2023-10-26,CAL7948,483
L859,L717,2020-01-27,CAL7949,1584
L955,L555,2020-07-16,CAL7950,3029
