property_id,type,address,city,state,zip_code,bedrooms,bathrooms,square_footage,year_built,price
P687,Residential,"USNS Lyons
FPO AA 23465",Clarkhaven,WA,23152,3,3,4054,1995,70403249
P688,Residential,"92551 Martinez Way Apt. 510
Kellyberg, WA 92948",Gomezfurt,GA,92497,5,2,3959,1982,44812352
P689,Residential,"30714 Meghan Bypass
Thomasville, LA 45734",Whitestad,TN,28864,2,1,4645,2000,98917460
P690,Residential,"22972 Terry Divide
Martinezmouth, VI 65097",North Monicaberg,WY,64204,4,3,1307,2001,99113114
P691,Commercial,"833 Timothy Divide Suite 537
Samanthamouth, MS 40154",Timothyborough,WA,69764,5,1,2386,1982,48344680
P692,Residential,"PSC 3237, Box 0175
APO AA 51236",Stevensview,CO,25558,1,2,978,2000,59476913
P693,Residential,"45524 Richard Harbor Apt. 650
South Robertshire, RI 38050",New Josephside,VA,13510,2,2,1962,1978,84131529
P694,Residential,"212 Ford Throughway
East Christopher, PW 33132",Brendaville,IN,15730,2,3,2317,2001,58194216
P695,Residential,"34072 Matthew Lake Apt. 440
Snyderton, DE 68389",Brownberg,VI,40700,5,2,671,2003,81950086
P696,Commercial,"1800 Sullivan Creek Apt. 167
North Andrewside, PR 97166",North Greg,TX,18937,1,1,3036,2016,4801677
P697,Residential,"464 Taylor Lights
Spencerville, MP 69724",Stephenburgh,MN,94714,3,3,3605,1985,10564993
P698,Commercial,"7809 Ramirez Squares Apt. 988
New Sherry, OH 93261",New Courtney,MP,62191,1,2,1493,1986,44922075
P699,Residential,"62961 Bennett Island
Parkland, VI 37083",Jorgeview,ME,93136,5,2,1835,1985,14041193
P700,Residential,"6389 Kevin Green Suite 771
North Josephview, AS 86609",North Jonathanfort,AR,59864,4,1,4771,2022,39951152
P701,Residential,"7394 Alexander Drive Suite 948
New Amanda, MT 13587",Port Xavierport,WY,44019,2,1,3184,1976,39295448
P702,Residential,"22828 Rodney Falls
West Mikaylatown, IN 28694",Austinborough,VT,47163,3,1,3712,1952,3468807
P703,Residential,"6924 Joseph Greens Apt. 647
Acostabury, MP 68324",East Stephanie,MS,76913,3,2,1177,1962,23145465
P704,Commercial,"40357 Chelsea Circles Suite 710
Garnerport, CA 33426",Millerside,OK,76744,3,2,2996,1977,1259821
P705,Residential,"6745 Allen Port Apt. 254
Port Tammy, NJ 24313",East Jasonfort,WV,58551,5,3,3775,1970,44449962
P706,Commercial,"52911 Alex Dale
Patriciaside, OK 55788",Matthewville,MA,23374,5,2,1783,1980,69402905
P707,Commercial,"215 Patricia Mountain
Port Amanda, RI 37653",Mcclureport,PW,10551,3,1,4236,1975,31843699
P708,Commercial,"93706 Bush Rest
Stephenhaven, RI 80795",West Carolineburgh,NE,54069,2,2,2645,2000,47166645
P709,Residential,"453 Beth Ranch
Stevenston, MO 04874",Melvinmouth,AR,52740,3,3,2336,1958,35180944
P710,Residential,"301 Mark Locks Apt. 881
Cardenasmouth, MN 88040",West Brian,MA,34841,4,1,3394,1989,80965803
P711,Commercial,"Unit 1840 Box 1836
DPO AA 60440",Lake Aprilchester,MP,62848,5,1,4731,1984,30169436
P712,Commercial,"406 Hansen Stream
West Ethanchester, NY 44194",Russellside,VT,49499,4,2,2594,1982,24256062
P713,Commercial,"8054 Terry Centers
Adamshire, AR 82912",Ramosbury,OH,67864,4,2,1028,1963,97337895
P714,Residential,"879 Marvin Branch Apt. 339
Port Nathanielview, PW 41521",Zacharyberg,DC,25155,1,3,1025,1958,89593161
P715,Commercial,"USCGC Duran
FPO AE 59727",Lake Roger,FL,52882,2,1,4587,1956,81886880
P716,Commercial,"14050 Richardson Stream
Phamland, MA 25344",East Albert,PW,68140,5,3,2497,2016,61397695
P717,Residential,"1048 Wall Land Suite 187
Lake Kenneth, HI 10679",New Maryport,NH,58763,4,2,1657,1983,77901138
P718,Residential,"620 Jennifer Shoals
South Brenda, AL 96754",Johnsonfort,KS,74611,3,3,4574,1995,76236591
P719,Residential,"579 Daniel Passage Suite 432
South Gregorystad, TN 29987",Stephanieberg,TX,34029,4,2,1255,1964,48525834
P720,Commercial,"5139 Gregory Forges Apt. 746
Port Toddhaven, MD 18393",Theresamouth,UT,32063,5,1,3594,1951,14284875
P721,Residential,"460 Diaz Circles
East Kaylatown, SC 79613",Wilsonmouth,PA,56061,3,3,2123,1981,75366655
P722,Residential,"250 Gina Via Suite 702
Justinborough, DE 51964",Trevinofurt,AS,30254,4,1,1406,1962,71094586
P723,Residential,"942 Jeffrey Extensions
Jamesberg, NE 52222",Cherylton,IA,58768,1,1,3675,2010,26007885
P724,Commercial,"73397 Steele Fords
New Aliciaport, MS 23418",Rodriguezmouth,NH,29027,1,1,2488,1983,92420205
P725,Commercial,"10340 Bell Prairie
Michelleview, CT 24275",Kaylatown,PA,70845,2,2,3204,1976,36490036
P726,Commercial,"0978 Brenda Summit Apt. 185
Lake Kayla, VA 86279",Port Joseph,MD,11963,4,2,1229,1987,25500793
P727,Commercial,"1634 Kelsey Bridge Suite 370
Brewerchester, DE 15575",New Victoria,SD,90094,4,3,3150,1962,58467094
P728,Residential,"3248 Day Mountain
Brianport, NY 68440",South Bradleytown,AK,15546,4,3,1566,1990,76308166
P729,Commercial,"5371 Glenn Mews Suite 606
Fieldschester, NJ 68322",Lake Juanport,AL,90390,2,3,3054,1969,45924876
P730,Commercial,"235 Wyatt River
Lake Ashleyland, UT 82559",West Daniel,NV,97333,4,3,1810,1997,1852275
P731,Residential,"410 Keith Canyon
Lake Jeffreyshire, MT 12011",East Gary,LA,92514,3,2,679,1975,87132818
P732,Residential,"USCGC Montgomery
FPO AE 91364",Thomasmouth,KY,40613,1,3,940,1966,41977008
P733,Residential,"10307 Calderon Knolls Apt. 666
West Steven, MN 02814",West Suzannestad,KS,42618,4,1,3125,1978,49251690
P734,Commercial,"5104 Pollard Pass Suite 481
Port Jillmouth, VT 40358",Port Jeffstad,IA,53069,1,1,2402,2009,91969459
P735,Residential,"349 Mata Union Suite 330
New Meganborough, AR 28222",Dianaville,AL,22679,1,1,3712,2009,92158506
P736,Commercial,"PSC 8179, Box 5437
APO AA 25917",Murraytown,NE,51745,4,1,4793,1960,78335895
P737,Residential,"572 Martin Plains Suite 555
South Catherine, KY 99376",East Benjamin,AK,80378,1,3,1357,2021,36786135
P738,Commercial,"36574 Dennis Courts Suite 652
Clarkburgh, TN 52593",Crystalbury,WV,77535,3,3,1611,2005,38267057
P739,Commercial,"352 Little Ports Suite 816
Lake Michaelberg, GU 07087",Davidmouth,NH,53936,5,2,3728,2022,81465707
P740,Commercial,"56937 Burke Street Apt. 665
West Davidmouth, LA 49354",Clarkborough,KY,26215,3,1,4165,1955,61507765
P741,Commercial,"007 Miller Throughway
New Patricia, FM 05703",Emilybury,KY,57304,3,2,1624,2010,29326928
P742,Commercial,"32556 Carlos Place
Lake Samanthahaven, AZ 43753",Mcdowellmouth,LA,39273,4,1,4636,1952,12224339
P743,Residential,"7809 Melissa Islands
South Francisco, VI 11511",Jesusport,SD,24910,2,3,2744,1995,55709070
P744,Commercial,"4758 Wilson Crossroad Suite 810
New Erin, DE 89101",Billyhaven,KS,71833,2,1,1509,1987,80267565
P745,Residential,"6065 Keller Pine Apt. 517
Port Tiffany, GU 26292",Timothymouth,MI,10014,4,1,2589,1982,21130125
P746,Commercial,"Unit 7952 Box 8536
DPO AA 69153",Matthewberg,NH,36161,1,1,2614,1983,87389332
P747,Commercial,"417 Brandon Pines Apt. 083
Jamesshire, KY 38611",Joelburgh,UT,37123,2,2,717,1995,40944188
P748,Commercial,"68748 Brian Cove
Wilkinsontown, NC 62929",Lake Kimberly,AL,67418,1,2,4549,1982,14604769
P749,Residential,"USNS Vaughn
FPO AA 58861",New Jefferybury,ME,30160,1,1,3092,2018,16489952
P750,Commercial,"432 Christina Trafficway
Lake Johnmouth, CT 21361",East Zacharyburgh,FM,81514,2,2,1770,1973,9770408
P751,Residential,"5267 Bennett Turnpike
East Kennethtown, MI 30996",Sullivanfurt,SD,26312,2,2,1142,1958,1707994
P752,Residential,"0441 Jason Prairie Suite 759
Lake Breannaport, MI 21898",Josephbury,RI,78757,1,3,3583,2021,87351294
P753,Residential,"799 Tyler Park
New Linda, DE 56736",Lake Eric,MA,81831,1,1,2797,1954,26904751
P754,Commercial,"8737 Hannah Crescent Suite 825
East Moniqueside, UT 06045",New Eric,OK,48540,2,1,742,1999,83868496
P755,Residential,"1550 April Hollow Apt. 433
Evanburgh, CT 39647",South Richard,VI,78936,4,1,1593,2009,16100144
P756,Commercial,"2482 Conner Well Apt. 536
New Davidfurt, ME 88907",East Jeanmouth,MT,61410,2,1,3564,1964,9502907
P757,Commercial,"100 Ritter Prairie
Joyceshire, NH 85121",Michaelview,AZ,58358,3,2,4156,1958,69000129
P758,Commercial,"474 Vang Park Suite 297
Johnstonbury, KS 27862",Rodriguezmouth,FM,62642,3,2,857,1989,3512662
P759,Commercial,"4320 Christopher Locks
East Alexanderborough, VT 96242",Careyhaven,TX,72835,3,2,2164,1980,67431223
P760,Commercial,"Unit 0816 Box 2118
DPO AA 61028",Ellenland,NM,12678,3,3,4955,2001,25268782
P761,Residential,"5352 Scott Lights Apt. 825
Jenniferstad, AZ 77462",West Carolmouth,IL,16329,2,1,4302,2005,53322679
P762,Residential,"USNV Anderson
FPO AE 63741",Leblancfurt,NM,21603,1,2,2245,1977,57545605
P763,Commercial,"8195 Williams Well
Fischerton, KY 27978",Port Heatherstad,PA,44432,4,1,601,1974,68728743
P764,Commercial,"58919 Sanchez Drive Suite 800
Kennethfort, NC 49619",Collierborough,FM,75507,5,2,4395,1991,93866144
P765,Residential,"916 Robert Springs
Port Lauraport, MH 23258",Robertville,TX,21270,1,2,2189,1986,26080976
P766,Residential,"USS Smith
FPO AE 94196",New Katie,MD,52880,5,2,4661,2004,2300925
P767,Residential,"56181 White Meadow
Katherineside, GA 11908",North Chadshire,IA,60625,5,2,3893,1979,4156428
P768,Commercial,"082 Mcgee Heights Suite 510
Cassieport, RI 42398",Jimstad,MD,50299,5,1,4349,1995,15356284
P769,Residential,"5605 Thompson Valley
Brownport, WA 26430",North Oliviastad,ID,20361,3,2,1789,1977,95288602
P770,Commercial,"928 Tracy Harbors Suite 832
East Benjamin, MP 17276",Andrealand,MP,80574,4,3,2121,1967,54345541
P771,Residential,"961 Brown Terrace Apt. 761
Williamsport, PA 02388",Lake Mary,GA,69976,1,2,3054,1998,88719784
P772,Residential,"0108 Alvarez Manors
New Jake, OK 02340",Alejandroport,ME,41452,5,3,3853,1994,17178559
P773,Residential,"433 Jennifer Lane Suite 777
Seanhaven, VT 17135",Martinezburgh,NM,53745,4,3,1657,2003,6268693
P774,Residential,"11479 Michael Mill
Drakeborough, WV 24278",Brownborough,ND,34726,5,3,4155,2018,8302702
P775,Residential,"07523 Hart Parkway Suite 054
Barbarafurt, VI 94255",Mariaborough,HI,29924,3,3,3967,2012,69193009
P776,Commercial,"755 Horton Ridges
Nicholasville, MI 95057",North Aliceburgh,TN,13332,3,2,4150,1986,72564153
P777,Residential,"61628 Braun Branch Apt. 547
New Amberton, MP 24322",Barryview,AK,45699,3,2,3733,2015,4970653
P778,Commercial,"96750 Robles Parkway
Amychester, VI 18775",New Henry,KS,73664,4,2,3934,1989,96925999
P779,Residential,"300 David Passage
Blackwellbury, NC 31719",Port Sarah,HI,45466,1,3,4637,2015,29448327
P780,Commercial,"184 Brittany Tunnel Apt. 251
West Sharonmouth, AL 34227",New Carolinefurt,MO,42769,4,1,3197,1997,91578065
P781,Commercial,"96229 Kristen Avenue
Stevensburgh, WV 23292",Joseside,DC,46892,4,2,4255,1964,46948105
P782,Commercial,"PSC 9685, Box 6985
APO AA 18323",Bethport,RI,62158,2,3,2956,2004,71059498
P783,Residential,"374 Scott Lake Suite 383
Stevenstown, KS 54459",Lake Erikafort,MH,14097,4,2,762,1978,87468158
P784,Residential,"5783 Russell Turnpike
West Brianborough, MO 35551",West Sueburgh,UT,33440,5,3,3329,1971,31531718
P785,Commercial,"444 Jessica Extensions
Davidsonborough, WY 58019",Lake Ericmouth,LA,87468,2,1,1943,1982,62714335
P786,Residential,"07533 Robinson Hills
Wardton, VI 33730",North Louismouth,VA,11586,2,3,4299,1954,14809609
P787,Residential,"PSC 4959, Box 5557
APO AP 43396",West Hayley,SD,99370,1,1,2442,1975,77242968
P788,Residential,"PSC 7331, Box 7746
APO AE 31888",Port Daniel,MD,60718,5,2,1076,1966,84860327
P789,Commercial,"6566 Gary Ramp Apt. 233
Laneshire, DE 35426",Chavezmouth,CO,13182,5,3,2702,2014,44684916
P790,Commercial,"3599 Sharon Island
New Tami, MP 69092",New Joshua,DE,19181,4,3,719,1986,93847650
P791,Residential,"549 Ferguson Tunnel
East Andrewberg, AS 42730",New Matthew,MN,24966,4,3,4846,1997,89238235
P792,Residential,"8872 Shelly Island Suite 354
East Jose, WA 56672",East Kelseytown,MO,35753,2,2,582,1973,85366943
P793,Commercial,"00772 Steve Parks Suite 377
Jessicafort, WA 22349",Lake Sara,AZ,30263,5,1,3400,1951,80845911
P794,Residential,"PSC 4481, Box 6748
APO AE 56406",Vaughnhaven,MP,40362,2,1,4734,1960,80582296
P795,Commercial,"7869 Jon Shoals Suite 386
East Caitlin, OK 91323",Davidchester,NM,57770,4,3,4556,1973,19702320
P796,Residential,"429 Mullins Way Apt. 607
Jacksonchester, CO 14506",New Taylor,VI,19828,2,2,1880,2022,93017667
P797,Residential,"4299 Tate River Suite 687
Nathanville, PW 30150",Chavezview,NH,17463,3,2,3660,2023,35652454
P798,Commercial,"510 Graham Station Apt. 775
Lake Mark, CO 13685",Danielview,PA,97109,5,1,4096,1979,85715225
P799,Residential,"386 Ryan Haven Suite 895
Laurachester, NV 16888",Hannahstad,TX,21327,4,1,3190,2010,91818194
P800,Residential,"73537 Jennifer Trafficway Suite 845
New Elizabethmouth, MA 04379",North Jasonside,AZ,26813,4,3,3006,2000,67575454
P801,Residential,"325 Carla Cove
South Maryland, NJ 29110",Wolfechester,IL,25669,4,1,1944,1953,39984313
P802,Residential,"749 Amy Tunnel
East Zacharyfurt, SD 89714",Ingrammouth,MP,21091,2,3,4982,1994,70286050
P803,Commercial,"7544 Horton Harbors
New Kaylamouth, DE 01479",New Susan,NJ,67760,1,3,1695,1970,53124157
P804,Residential,"9988 Frederick Springs
South Melissa, CA 31109",New Rachel,MD,63969,1,1,2074,1955,74379937
P805,Commercial,"0029 Reed Lake Apt. 556
East Cathy, MT 89880",Olsontown,MA,75327,4,1,3934,2002,34082605
P806,Commercial,"3457 Bailey Land
Lake David, WI 36841",Vasquezborough,SC,94247,3,1,2707,1962,27327361
P807,Residential,"74207 Jacqueline Ways Apt. 180
New Angela, VT 27296",North Hollymouth,WV,97908,2,2,4776,1963,19220696
P808,Residential,"81023 Aaron Shoals Suite 655
West Williamfort, OH 30576",Port Laura,AR,40999,1,2,3324,2013,90588812
P809,Residential,"914 Brown Drive Suite 782
West Raymondfort, VT 13475",Ericton,NJ,19845,1,3,2218,1994,23355956
P810,Residential,"PSC 3794, Box 9754
APO AE 08873",Lunabury,GA,76044,3,3,2817,1982,81319758
P811,Residential,"39864 Quinn Prairie
West Thomaston, OR 73447",Amystad,AS,23971,4,2,4089,2001,49242205
P812,Residential,"98816 Wright Port
East Laurashire, CO 25180",North Tonybury,SD,50254,3,3,2189,1982,6382021
P813,Commercial,"3351 Sara Rapid Apt. 427
Stephaniemouth, TN 21894",Pierceberg,WV,64647,2,2,806,1955,51085746
P814,Residential,"225 Samuel Pike Suite 230
Port Jacobbury, AL 59704",North Stephenview,KS,73799,5,2,2916,2008,98473900
P815,Residential,"38895 Matthew Rest Apt. 208
East Jenniferfort, NJ 77242",West Michaelview,OH,34331,3,2,1037,1994,79407267
P816,Residential,"5525 Kyle Stream
North Jerrychester, IL 35120",Howardview,TN,96891,5,3,2242,1984,55137715
P817,Residential,"162 Scott Plain Apt. 101
Sheilafort, MA 22952",East Jennifer,PW,17944,5,3,4844,2015,8684064
P818,Commercial,"650 John Mission Apt. 134
South Taylorside, WI 76081",East Kevin,PR,19651,1,1,3549,1983,28324439
P819,Commercial,"4506 Kelli Mountains
Emilyberg, VT 83845",Jacobview,SC,11269,3,3,3556,1985,68062504
P820,Commercial,"879 Sara Springs
East Melissaburgh, KY 74135",South Gerald,MT,17083,2,2,3490,1993,82333553
P821,Residential,"2457 Crystal Ways Suite 761
Lloydburgh, MH 00914",Martinchester,NE,45229,5,2,4284,1966,39259510
P822,Commercial,"8483 Mitchell Ports
Port Kimberly, FM 35584",Christinafurt,PR,70968,3,1,2237,1957,77842258
P823,Residential,"2656 Rebecca Burgs
Cookside, MO 83296",Porterville,AK,19734,5,3,3725,1968,58037194
P824,Commercial,"3661 Shaw Springs
Katherineland, ID 33121",Davidburgh,CT,54720,4,3,1805,2018,30432964
P825,Commercial,"130 Hernandez Greens
South Alexandratown, NM 75321",Port Martinmouth,TX,34626,5,1,2753,1986,30735949
P826,Residential,"38917 April Courts Suite 689
Lake Cody, IL 67721",Kristineshire,OK,34772,2,1,4201,1985,28218850
P827,Commercial,"29043 Alyssa Loaf Suite 760
Burchborough, GU 08525",Port Keithchester,GU,36124,5,3,4218,2013,23507937
P828,Commercial,"502 Heather Lights Apt. 007
Port Matthewmouth, MS 84623",Atkinsside,NE,59753,1,1,4833,1967,81931036
P829,Commercial,"6595 Donna Harbors
Melissaside, AZ 08681",South Timtown,NV,40118,2,2,3058,2001,9091658
P830,Commercial,"7121 Hobbs Point
Martintown, GA 78081",Cindyview,PA,77093,5,1,1091,1997,76812411
P831,Residential,"Unit 6536 Box 8850
DPO AA 98764",Woodberg,NH,14489,4,3,2295,1969,49826778
P832,Residential,"2134 Alfred Courts Apt. 551
Johnsonbury, PR 90546",New Suzanneshire,MA,86218,5,1,3751,1999,52964555
P833,Residential,"1512 Kimberly Port Suite 639
Williamston, KY 58502",North Corey,NE,14848,2,2,4755,1982,1841414
P834,Commercial,"413 Andrew Parkways Apt. 265
South Traci, MD 64205",Carolmouth,DE,74786,2,2,2912,2003,11795424
P835,Commercial,"74963 Bianca Flats Suite 097
West Julieland, MD 26337",West Jeffrey,NH,91868,4,3,4673,1990,22185104
P836,Residential,"79302 Hancock Path Suite 475
Shaunmouth, NM 33268",New Brandon,MH,50650,4,3,2343,1995,36282223
P837,Residential,"0173 Howell Springs
Judyfort, IL 35057",East Douglasshire,NE,90521,3,3,952,1970,50143664
P838,Commercial,"2460 Brian Crest
Johnathanview, MP 23575",North Derekbury,MH,89236,2,1,2041,1980,43352162
P839,Residential,"65743 David Turnpike
West Logan, GA 16045",West Wendy,PW,25979,4,1,1500,1952,78630621
P840,Commercial,"PSC 6100, Box 0952
APO AA 26539",Weavermouth,WV,45429,5,3,4037,1960,83177016
P841,Commercial,"237 Irwin Street Suite 321
Port Carrieton, OR 38192",Patriciafort,NH,18194,5,3,4672,2004,71485555
P842,Commercial,"3144 Steven Pines
Morrisbury, OR 78111",Amyfurt,MP,13638,2,1,679,2001,33624590
P843,Residential,"7736 Wilkins Groves Suite 418
Port Denise, MN 97984",South Danielleberg,SC,96091,3,1,4792,2020,32764953
P844,Commercial,"Unit 2159 Box 4864
DPO AE 78334",East Jasontown,AZ,90292,2,3,4715,1980,75110209
P845,Commercial,"06229 Cohen Cliffs
North Catherineburgh, IL 26455",Pricehaven,MT,83242,1,3,1805,1982,62492387
P846,Commercial,"445 Diaz Mountains Suite 689
Smithhaven, SC 87966",North Michaelton,FM,31869,1,2,4169,1979,40460744
P847,Commercial,"7206 Cross Trace Suite 435
Port Pamela, IA 71528",Petersmouth,NC,32241,2,3,2661,2013,98147526
P848,Residential,"6080 Jackson Lodge Suite 568
North Lance, CT 59297",Lake John,AS,67108,4,2,2529,1957,27625107
P849,Residential,"097 Carol Freeway
Stevenfort, FM 23524",Carrieside,CT,95835,5,3,3349,1990,53605660
P850,Commercial,"71768 Edwards Viaduct
South David, UT 41060",East Maria,NH,23110,4,2,1864,2013,90962066
P851,Residential,"265 Smith Causeway Suite 965
Crystalmouth, MS 18425",Walkerberg,VI,77513,1,2,2452,2017,25474894
P852,Commercial,"05218 Jessica Extension Suite 126
Grantberg, ND 92447",Hensonfort,OR,17390,2,2,4973,1966,1356972
P853,Commercial,"669 Calhoun Island
Lake Ryanport, CO 13936",Port Alexville,IL,14662,2,3,542,2000,25016579
P854,Residential,"70162 Smith Shoal
Hardyborough, WA 77667",Michaelshire,NJ,73507,1,3,3582,2020,51344414
P855,Commercial,"PSC 8715, Box 8659
APO AA 94046",North Isabella,RI,30822,5,3,2187,1978,57267242
P856,Commercial,"02551 Patterson Inlet Apt. 151
Rayborough, LA 00756",New Monica,AK,31707,2,1,4665,1963,92973277
P857,Residential,"18329 Morris Passage
South Amberfort, OR 63327",Murrayfurt,GA,94018,5,1,1559,2008,21376310
P858,Residential,"840 Hall Gateway
New Steven, NJ 44084",Kristentown,FL,33713,5,3,880,2014,53921318
P859,Residential,"24950 York Mission
Melissaview, AR 06875",New Tonibury,MI,56364,5,3,682,2016,64196518
P860,Commercial,"0696 Smith Expressway
West Dennis, VA 69921",Banksstad,KY,62195,5,3,4860,1975,1214586
P861,Residential,"USNV Hamilton
FPO AA 46458",Port Jamesborough,MO,94395,4,1,4840,1950,19052389
P862,Commercial,"5026 Kevin Pike
New Joelville, OH 14624",Hubbardberg,GA,19271,4,3,1533,1997,68055507
P863,Residential,"23341 Medina Knoll Apt. 886
Phelpstown, NY 50587",Richardview,PR,32805,1,3,2058,1972,42786646
P864,Commercial,"371 Cox Passage Suite 236
Dustinchester, LA 79712",New Jeremyland,ID,62497,5,3,3871,2021,53873498
P865,Residential,"42576 Megan Stravenue
Stevenborough, MD 78217",West Calvinborough,VT,28954,5,1,3823,1972,59492727
P866,Residential,"052 David Union
West Robertport, PR 02316",Gutierrezmouth,DC,52931,2,2,1998,2013,98179326
P867,Commercial,"45302 Reese Groves Apt. 055
Port Carrie, PW 95822",New Michael,FL,32142,1,2,2711,1956,59247155
P868,Commercial,"925 Jeffery Mills
Allenchester, TN 29426",Veronicaburgh,NM,71633,1,2,2534,2016,52645147
P869,Residential,"Unit 6780 Box 7208
DPO AP 50678",Harriston,AR,26552,5,2,2687,1998,88506932
P870,Residential,"850 Carlos Groves
Beniteztown, TX 09485",East Barry,NH,59455,1,1,1607,1998,50598998
P871,Residential,"6614 Harrison Bridge Apt. 279
New Ryantown, TN 46115",Richardsonchester,CO,67063,5,2,3696,1959,57317027
P872,Commercial,"0949 Anna Plains Apt. 785
Barryborough, CO 39853",West Emilyhaven,DC,33154,3,1,3294,1969,72620314
P873,Residential,"PSC 3777, Box 7648
APO AP 93772",Lynchville,SC,57857,4,2,1448,1963,71932711
P874,Residential,"574 Zachary Mountain
Annborough, MT 42072",East Emilyborough,MH,96115,3,2,2476,1987,65140687
P875,Residential,"6762 Miller Manors
Robertmouth, LA 23843",North Nancyport,VT,51157,5,2,981,1963,10719298
P876,Residential,"9768 Palmer Ports Suite 289
Brianfort, MA 85721",East Williamport,SD,12308,4,1,2348,1986,50162546
P877,Residential,"294 Samantha Trafficway Apt. 812
Myerschester, UT 41873",South Sarah,IA,28455,1,1,4024,2005,27763316
P878,Residential,"65977 Rachael Circle
South Jennifer, TX 78003",East Michelle,ND,84226,4,2,4099,2012,40530482
P879,Commercial,"634 Joy Station
Bryantville, PW 19848",Reedton,AK,76642,2,1,3322,1954,93436363
P880,Residential,"PSC 0879, Box 9741
APO AP 57452",North Hollyland,TX,31465,1,3,806,1951,91283694
P881,Commercial,"18829 Leblanc Stream
Port Dianefurt, DE 95145",Port Tonitown,FM,92590,1,3,3213,1994,7827549
P882,Commercial,"952 Rhodes Vista
New Mary, AK 65849",East Allen,AR,16394,2,2,2247,2002,17660236
P883,Residential,"95603 Jarvis Skyway
South Zacharyshire, CA 19245",Ericchester,MI,76806,5,2,1351,1955,25662724
P884,Residential,"03130 Clay Terrace Suite 210
Timothytown, CA 93233",West Erica,AK,95708,2,3,2471,2010,54188191
P885,Commercial,"36929 Eric Locks
North Crystal, CA 76383",Port Heather,ND,56632,1,3,1232,2016,49856301
P886,Commercial,"86949 Scott Lock Apt. 027
Christopherbury, WI 09776",Hugheschester,NJ,30437,3,1,4358,1974,63581606
P887,Commercial,"777 Boyer Vista
West Kurt, TN 95473",East Thomas,IA,18216,3,3,3816,1964,38237769
P888,Commercial,"USNV Alexander
FPO AA 77107",Lake Danielchester,NH,27624,2,3,4247,2010,42762277
P889,Residential,"6172 Barron Crest Apt. 489
East Alvinside, UT 41836",Adamsside,PA,64262,3,3,1012,2017,79747397
P890,Residential,"USNV Contreras
FPO AA 01933",Ellisberg,WI,23824,5,3,2300,2007,5764907
P891,Residential,"8696 Amy Isle
Port Angelatown, HI 23996",Lake Cathymouth,KS,90057,5,3,2753,2019,67596725
P892,Residential,"002 Johnson Mission
East Danielland, MS 27744",Matthewsshire,CO,27423,2,3,922,2000,23685736
P893,Residential,"746 Nicholas Lodge
West Blakestad, WI 10351",Morrisonchester,AK,13233,5,1,993,1973,83519223
P894,Residential,"Unit 8020 Box 2246
DPO AA 83624",North Michaelshire,AR,78183,2,1,4890,1962,84926206
P895,Residential,"079 Denise Loop
Amberchester, MS 15353",Calderonburgh,NM,59395,1,3,690,2018,90461725
P896,Commercial,"6420 Ashley Fall
New Justin, HI 33894",West Brandon,AZ,32124,4,3,2277,1981,55549112
P897,Residential,"4663 Natalie Ports
Andrewport, WA 13514",East Geoffrey,IA,95025,4,3,4974,2002,15245012
P898,Commercial,"977 John Creek
Orozcoberg, VA 94065",Kelleyview,CT,54139,1,3,4437,2010,41080164
P899,Commercial,"09271 Watson Ville
Harveyland, NY 58741",Savannahview,FL,97099,4,1,2354,1978,82099430
P900,Residential,"826 Brown Groves Suite 519
Lake Crystal, SD 41876",Port Karenberg,WA,20959,4,3,2025,2000,1398406
P901,Commercial,"98784 Hall Skyway Suite 629
Matthewview, VT 29149",Lake Charles,MH,30183,4,1,1086,1951,65866736
P902,Commercial,"67937 Young Hill Suite 535
Port Donald, AL 49300",Port Jessica,IA,27731,2,1,2943,1980,85885769
P903,Residential,"82535 Torres Ports
Cooperbury, LA 46013",Martinhaven,NE,76663,5,3,1271,2003,59648991
P904,Residential,"7023 Ford Path
Chasestad, AZ 66362",Julieberg,VA,10153,4,2,2128,2010,20100033
P905,Commercial,"812 Ibarra Cape
Berrymouth, AK 96222",Ralphborough,NY,94543,4,2,1066,1953,95400381
P906,Residential,"406 Isaac Keys
East Alejandra, ID 63024",Port Amanda,MT,45985,2,3,930,2017,72223969
P907,Residential,"559 Nolan Springs
Kaylaview, OH 07563",New Paulaburgh,SC,90072,3,3,3861,1973,85429122
P908,Commercial,"7893 Sue Extensions Apt. 224
Port Sean, IA 04994",East Davidberg,MS,11592,1,1,2679,2016,6841392
P909,Commercial,"96036 Laura Port
Jenniferfurt, FL 18268",Hillland,IN,57834,2,2,4122,2010,88321380
P910,Residential,"6217 Timothy Tunnel Apt. 282
Lake Adrian, PR 07783",Anitaview,MO,87680,4,2,3212,1985,28396906
P911,Residential,"033 Douglas Landing
Mayerchester, MT 56436",West Donald,NY,51938,1,2,1732,1950,42586846
P912,Commercial,"857 Linda Extension Apt. 528
Lake Gailchester, MH 23667",Carrstad,VI,52155,5,3,3864,1955,34241676
P913,Residential,"73020 Woodward Trafficway Apt. 873
Lake Susanview, ND 21055",Jacquelineview,NE,82208,2,3,797,1997,93636734
P914,Residential,"04495 Cooke Station
East Haroldton, NJ 46254",Javiertown,AK,41729,5,3,2632,2012,14633851
P915,Commercial,"21094 Silva Camp Suite 834
Stevenchester, GU 98902",Port Joseph,ID,29966,3,3,2829,1983,57490822
